"id","il","ilce","isim"
"1250","01 ADANA","Merkez","Adana İhtisas Vergi Dairesi Müdürlüğü"
"1251","01 ADANA","Merkez","5 Ocak Vergi Dairesi Müdürlüğü"
"1252","01 ADANA","Merkez","Yüreğir Vergi Dairesi Müdürlüğü"
"1253","01 ADANA","Merkez","Seyhan Vergi Dairesi Müdürlüğü"
"1254","01 ADANA","Merkez","Ziyapaşa Vergi Dairesi Müdürlüğü"
"1255","01 ADANA","Merkez","Çukurova Vergi Dairesi Müdürlüğü"
"1201","01 ADANA","Ceyhan","Ceyhan Vergi Dairesi Müdürlüğü"
"1203","01 ADANA","Kozan","Kozan Vergi Dairesi Müdürlüğü"
"1205","01 ADANA","Karataş","Karataş Vergi Dairesi Müdürlüğü"
"1103","01 ADANA","Feke","Feke Malmüdürlüğü"
"1105","01 ADANA","Karaisalı","Karaisalı Malmüdürlüğü"
"1109","01 ADANA","Pozantı","Pozantı Malmüdürlüğü"
"1110","01 ADANA","Saimbeyli","Saimbeyli Malmüdürlüğü"
"1111","01 ADANA","Tufanbeyli","Tufanbeyli Malmüdürlüğü"
"1112","01 ADANA","Yumurtalık","Yumurtalık Malmüdürlüğü"
"1114","01 ADANA","Aladağ","Aladağ Malmüdürlüğü"
"1115","01 ADANA","İmamoğlu","İmamoğlu Malmüdürlüğü"
"2260","02 ADIYAMAN","Merkez","Adıyaman Vergi Dairesi Müdürlüğü"
"2261","02 ADIYAMAN","Kahta","Kahta Vergi Dairesi Müdürlüğü"
"2101","02 ADIYAMAN","Besni","Besni Malmüdürlüğü"
"2102","02 ADIYAMAN","Çelikhan","Çelikhan Malmüdürlüğü"
"2103","02 ADIYAMAN","Gerger","Gerger Malmüdürlüğü"
"2104","02 ADIYAMAN","Gölbaşı","Gölbaşı Malmüdürlüğü"
"2106","02 ADIYAMAN","Samsat","Samsat Malmüdürlüğü"
"2107","02 ADIYAMAN","Sincik","Sincik Malmüdürlüğü"
"2108","02 ADIYAMAN","Tut","Tut Malmüdürlüğü"
"3201","03 AFYONKARAHİSAR","Merkez","Tınaztepe Vergi Dairesi Müdürlüğü"
"3280","03 AFYONKARAHİSAR","Merkez","Kocatepe Vergi Dairesi Müdürlüğü"
"3260","03 AFYONKARAHİSAR","Dinar","Dinar Vergi Dairesi Müdürlüğü"
"3261","03 AFYONKARAHİSAR","Bolvadin","Bolvadin Vergi Dairesi Müdürlüğü"
"3262","03 AFYONKARAHİSAR","Emirdağ","Emirdağ Vergi Dairesi Müdürlüğü"
"3263","03 AFYONKARAHİSAR","Sandıklı","Sandıklı Vergi Dairesi Müdürlüğü"
"3264","03 AFYONKARAHİSAR","İscehisar","İscehisar Vergi Dairesi Müdürlüğü"
"3202","03 AFYONKARAHİSAR","Çay","Çay Vergi Dairesi Müdürlüğü"
"3103","03 AFYONKARAHİSAR","Dazkırı","Dazkırı Malmüdürlüğü"
"3105","03 AFYONKARAHİSAR","İhsaniye","İhsaniye Malmüdürlüğü"
"3107","03 AFYONKARAHİSAR","Sinanpaşa","Sinanpaşa Malmüdürlüğü"
"3108","03 AFYONKARAHİSAR","Sultandağı","Sultandağı Malmüdürlüğü"
"3109","03 AFYONKARAHİSAR","Şuhut","Şuhut Malmüdürlüğü"
"3111","03 AFYONKARAHİSAR","Başmakçı","Başmakçı Malmüdürlüğü"
"3112","03 AFYONKARAHİSAR","Bayat","Bayat Malmüdürlüğü"
"3114","03 AFYONKARAHİSAR","Çobanlar","Çobanlar Malmüdürlüğü"
"3115","03 AFYONKARAHİSAR","Evciler","Evciler Malmüdürlüğü"
"3116","03 AFYONKARAHİSAR","Hocalar","Hocalar Malmüdürlüğü"
"3117","03 AFYONKARAHİSAR","Kızılören","Kızılören Malmüdürlüğü"
"4260","04 AĞRI","Merkez","Ağrı Vergi Dairesi Müdürlüğü"
"4261","04 AĞRI","Doğubeyazıt","Doğubeyazıt Vergi Dairesi Müdürlüğü"
"4262","04 AĞRI","Patnos","Patnos Vergi Dairesi Müdürlüğü"
"4101","04 AĞRI","Diyadin","Diyadin Malmüdürlüğü"
"4103","04 AĞRI","Eleşkirt","Eleşkirt Malmüdürlüğü"
"4104","04 AĞRI","Hamur","Hamur Malmüdürlüğü"
"4106","04 AĞRI","Taşlıçay","Taşlıçay Malmüdürlüğü"
"4107","04 AĞRI","Tutak","Tutak Malmüdürlüğü"
"5260","05 AMASYA","Merkez","Amasya Vergi Dairesi Müdürlüğü"
"5261","05 AMASYA","Merzifon","Merzifon Vergi Dairesi Müdürlüğü"
"5262","05 AMASYA","Gümüşhacıköy","Gümüşhacıköy Vergi Dairesi Müdürlüğü"
"5263","05 AMASYA","Taşova","Taşova Vergi Dairesi Müdürlüğü"
"5264","05 AMASYA","Suluova","Suluova Vergi Dairesi Müdürlüğü"
"5101","05 AMASYA","Göynücek","Göynücek Malmüdürlüğü"
"5106","05 AMASYA","Hamamözü","Hamamözü Malmüdürlüğü"
"6280","06 ANKARA","Merkez","Anadolu İhtisas Vergi Dairesi Müdürlüğü"
"6281","06 ANKARA","Merkez","Ankara İhtisas Vergi Dairesi Müdürlüğü"
"6252","06 ANKARA","Merkez","Veraset ve Harçlar Vergi Dairesi Müdürlüğü"
"6253","06 ANKARA","Merkez","Kavaklıdere Vergi Dairesi Müdürlüğü"
"6254","06 ANKARA","Merkez","Maltepe Vergi Dairesi Müdürlüğü"
"6255","06 ANKARA","Merkez","Yenimahalle Vergi Dairesi Müdürlüğü"
"6257","06 ANKARA","Merkez","Çankaya Vergi Dairesi Müdürlüğü"
"6258","06 ANKARA","Merkez","Kızılbey Vergi Dairesi Müdürlüğü"
"6259","06 ANKARA","Merkez","Mithatpaşa Vergi Dairesi Müdürlüğü"
"6260","06 ANKARA","Merkez","Ulus Vergi Dairesi Müdürlüğü"
"6261","06 ANKARA","Merkez","Yıldırım Beyazıt Vergi Dairesi Müdürlüğü"
"6262","06 ANKARA","Merkez","Seğmenler Vergi Dairesi Müdürlüğü"
"6264","06 ANKARA","Merkez","Dikimevi Vergi Dairesi Müdürlüğü"
"6265","06 ANKARA","Merkez","Doğanbey Vergi Dairesi Müdürlüğü"
"6266","06 ANKARA","Merkez","Yeğenbey Vergi Dairesi Müdürlüğü"
"6268","06 ANKARA","Merkez","Hitit Vergi Dairesi Müdürlüğü"
"6269","06 ANKARA","Merkez","Yahya Galip Vergi Dairesi Müdürlüğü"
"6270","06 ANKARA","Merkez","Muhammet Karagüzel Vergi Dairesi Müdürlüğü"
"6271","06 ANKARA","Merkez","Ostim Vergi Dairesi Müdürlüğü"
"6272","06 ANKARA","Merkez","Gölbaşı Vergi Dairesi Müdürlüğü"
"6273","06 ANKARA","Merkez","Sincan Vergi Dairesi Müdürlüğü"
"6274","06 ANKARA","Merkez","Dışkapı Vergi Dairesi Müdürlüğü"
"6275","06 ANKARA","Merkez","Etimesgut Vergi Dairesi Müdürlüğü"
"6276","06 ANKARA","Merkez","Başkent Vergi Dairesi Müdürlüğü"
"6277","06 ANKARA","Merkez","Cumhuriyet Vergi Dairesi Müdürlüğü"
"6278","06 ANKARA","Merkez","Keçiören Vergi Dairesi Müdürlüğü"
"6279","06 ANKARA","Merkez- (5216)","Kahramankazan Vergi Dairesi Müdürlüğü"
"6205","06 ANKARA","Polatlı","Polatlı Vergi Dairesi Müdürlüğü"
"6207","06 ANKARA","Şereflikoçhisar","Şereflikoçhisar Vergi Dairesi Müdürlüğü"
"6209","06 ANKARA","Beypazarı","Beypazarı Vergi Dairesi Müdürlüğü"
"6211","06 ANKARA","Merkez- (5216)","Çubuk Vergi Dairesi Müdürlüğü"
"6213","06 ANKARA","Haymana","Haymana Vergi Dairesi Müdürlüğü"
"6215","06 ANKARA","Merkez- (5216)","Elmadağ Vergi Dairesi Müdürlüğü"
"6102","06 ANKARA","Merkez- (5216)","Ayaş Malmüdürlüğü"
"6103","06 ANKARA","Merkez- (5216)","Balâ Malmüdürlüğü"
"6106","06 ANKARA","Çamlıdere","Çamlıdere Malmüdürlüğü"
"6110","06 ANKARA","Güdül","Güdül Malmüdürlüğü"
"6112","06 ANKARA","Merkez- (5216)","Kalecik Malmüdürlüğü"
"6115","06 ANKARA","Kızılcahamam","Kızılcahamam Malmüdürlüğü"
"6117","06 ANKARA","Nallıhan","Nallıhan Malmüdürlüğü"
"6125","06 ANKARA","Merkez- (5216)","Akyurt Malmüdürlüğü"
"6127","06 ANKARA","Evren","Evren Malmüdürlüğü"
"7251","07 ANTALYA","Merkez","Üçkapılar Vergi Dairesi Müdürlüğü"
"7252","07 ANTALYA","Merkez","Kalekapı Vergi Dairesi Müdürlüğü"
"7253","07 ANTALYA","Merkez","Muratpaşa Vergi Dairesi Müdürlüğü"
"7254","07 ANTALYA","Merkez","Düden Vergi Dairesi Müdürlüğü"
"7255","07 ANTALYA","Merkez","Antalya Kurumlar Vergi Dairesi Müdürlüğü"
"7256","07 ANTALYA","Merkez","Antalya İhtisas Vergi Dairesi Müdürlüğü"
"7257","07 ANTALYA","Korkuteli","Korkuteli Vergi Dairesi Müdürlüğü"
"7201","07 ANTALYA","Alanya","Alanya Vergi Dairesi Müdürlüğü"
"7202","07 ANTALYA","Serik","Serik Vergi Dairesi Müdürlüğü"
"7203","07 ANTALYA","Manavgat","Manavgat Vergi Dairesi Müdürlüğü"
"7204","07 ANTALYA","Elmalı","Elmalı Vergi Dairesi Müdürlüğü"
"7205","07 ANTALYA","Kemer","Kemer Vergi Dairesi Müdürlüğü"
"7206","07 ANTALYA","Kumluca","Kumluca Vergi Dairesi Müdürlüğü"
"7101","07 ANTALYA","Akseki","Akseki Malmüdürlüğü"
"7104","07 ANTALYA","Finike","Finike Malmüdürlüğü"
"7105","07 ANTALYA","Gazipaşa","Gazipaşa Malmüdürlüğü"
"7106","07 ANTALYA","Gündoğmuş","Gündoğmuş Malmüdürlüğü"
"7107","07 ANTALYA","Kaş","Kaş Malmüdürlüğü"
"7112","07 ANTALYA","Demre","Demre Malmüdürlüğü"
"7113","07 ANTALYA","İbradı","İbradı Malmüdürlüğü"
"8260","08 ARTVİN","Merkez","Artvin Vergi Dairesi Müdürlüğü"
"8261","08 ARTVİN","Hopa","Hopa Vergi Dairesi Müdürlüğü"
"8262","08 ARTVİN","Arhavi","Arhavi Vergi Dairesi Müdürlüğü"
"8101","08 ARTVİN","Ardanuç","Ardanuç Malmüdürlüğü"
"8103","08 ARTVİN","Borçka","Borçka Malmüdürlüğü"
"8105","08 ARTVİN","Şavşat","Şavşat Malmüdürlüğü"
"8106","08 ARTVİN","Yusufeli","Yusufeli Malmüdürlüğü"
"8107","08 ARTVİN","Murgul","Murgul Malmüdürlüğü"
"9201","09 AYDIN","Merkez","Efeler Vergi Dairesi Müdürlüğü"
"9280","09 AYDIN","Merkez","Güzelhisar Vergi Dairesi Müdürlüğü"
"9260","09 AYDIN","Nazilli","Nazilli Vergi Dairesi Müdürlüğü"
"9261","09 AYDIN","Söke","Söke Vergi Dairesi Müdürlüğü"
"9262","09 AYDIN","Çine","Çine Vergi Dairesi Müdürlüğü"
"9263","09 AYDIN","Germencik","Germencik Vergi Dairesi Müdürlüğü"
"9265","09 AYDIN","Kuşadası","Kuşadası Vergi Dairesi Müdürlüğü"
"9281","09 AYDIN","Didim","Didim Vergi Dairesi Müdürlüğü"
"9101","09 AYDIN","Bozdoğan","Bozdoğan Malmüdürlüğü"
"9104","09 AYDIN","Karacasu","Karacasu Malmüdürlüğü"
"9105","09 AYDIN","Koçarlı","Koçarlı Malmüdürlüğü"
"9107","09 AYDIN","Kuyucak","Kuyucak Malmüdürlüğü"
"9110","09 AYDIN","Sultanhisar","Sultanhisar Malmüdürlüğü"
"9111","09 AYDIN","Yenipazar","Yenipazar Malmüdürlüğü"
"9112","09 AYDIN","Buharkent","Buharkent Malmüdürlüğü"
"9113","09 AYDIN","İncirliova","İncirliova Malmüdürlüğü"
"9114","09 AYDIN","Karpuzlu","Karpuzlu Malmüdürlüğü"
"9115","09 AYDIN","Köşk","Köşk Malmüdürlüğü"
"10201","10 BALIKESİR","Merkez","Karesi Vergi Dairesi Müdürlüğü"
"10280","10 BALIKESİR","Merkez","Kurtdereli Vergi Dairesi Müdürlüğü"
"10260","10 BALIKESİR","Ayvalık","Ayvalık Vergi Dairesi Müdürlüğü"
"10261","10 BALIKESİR","Bandırma","Bandırma Vergi Dairesi Müdürlüğü"
"10262","10 BALIKESİR","Burhaniye","Burhaniye Vergi Dairesi Müdürlüğü"
"10263","10 BALIKESİR","Edremit","Edremit Vergi Dairesi Müdürlüğü"
"10264","10 BALIKESİR","Gönen","Gönen Vergi Dairesi Müdürlüğü"
"10265","10 BALIKESİR","Susurluk","Susurluk Vergi Dairesi Müdürlüğü"
"10266","10 BALIKESİR","Erdek","Erdek Vergi Dairesi Müdürlüğü"
"10267","10 BALIKESİR","Bigadiç","Bigadiç Vergi Dairesi Müdürlüğü"
"10268","10 BALIKESİR","Sındırgı","Sındırgı Vergi Dairesi Müdürlüğü"
"10269","10 BALIKESİR","Dursunbey","Dursunbey Vergi Dairesi Müdürlüğü"
"10102","10 BALIKESİR","Balya","Balya Malmüdürlüğü"
"10110","10 BALIKESİR","Havran","Havran Malmüdürlüğü"
"10111","10 BALIKESİR","İvrindi","İvrindi Malmüdürlüğü"
"10112","10 BALIKESİR","Kepsut","Kepsut Malmüdürlüğü"
"10113","10 BALIKESİR","Manyas","Manyas Malmüdürlüğü"
"10114","10 BALIKESİR","Savaştepe","Savaştepe Malmüdürlüğü"
"10117","10 BALIKESİR","Marmara","Marmara Malmüdürlüğü"
"10118","10 BALIKESİR","Gömeç","Gömeç Malmüdürlüğü"
"11260","11 BİLECİK","Merkez","Bilecik Vergi Dairesi Müdürlüğü"
"11261","11 BİLECİK","Bozüyük","Bozüyük Vergi Dairesi Müdürlüğü"
"11102","11 BİLECİK","Gölpazarı","Gölpazarı Malmüdürlüğü"
"11103","11 BİLECİK","Osmaneli","Osmaneli Malmüdürlüğü"
"11104","11 BİLECİK","Pazaryeri","Pazaryeri Malmüdürlüğü"
"11105","11 BİLECİK","Söğüt","Söğüt Malmüdürlüğü"
"11106","11 BİLECİK","Yenipazar","Yenipazar Malmüdürlüğü"
"11107","11 BİLECİK","İnhisar","İnhisar Malmüdürlüğü"
"12260","12 BİNGÖL","Merkez","Bingöl Vergi Dairesi Müdürlüğü"
"12101","12 BİNGÖL","Genç","Genç Malmüdürlüğü"
"12102","12 BİNGÖL","Karlıova","Karlıova Malmüdürlüğü"
"12103","12 BİNGÖL","Kiğı","Kiğı Malmüdürlüğü"
"12104","12 BİNGÖL","Solhan","Solhan Malmüdürlüğü"
"12105","12 BİNGÖL","Adaklı","Adaklı Malmüdürlüğü"
"12106","12 BİNGÖL","Yayladere","Yayladere Malmüdürlüğü"
"12107","12 BİNGÖL","Yedisu","Yedisu Malmüdürlüğü"
"13260","13 BİTLİS","Merkez","Bitlis Vergi Dairesi Müdürlüğü"
"13261","13 BİTLİS","Tatvan","Tatvan Vergi Dairesi Müdürlüğü"
"13101","13 BİTLİS","Adilcevaz","Adilcevaz Malmüdürlüğü"
"13102","13 BİTLİS","Ahlat","Ahlat Malmüdürlüğü"
"13103","13 BİTLİS","Hizan","Hizan Malmüdürlüğü"
"13104","13 BİTLİS","Mutki","Mutki Malmüdürlüğü"
"13106","13 BİTLİS","Göroymak","Güroymak Malmüdürlüğü"
"14260","14 BOLU","Merkez","Bolu Vergi Dairesi Müdürlüğü"
"14262","14 BOLU","Gerede","Gerede Vergi Dairesi Müdürlüğü"
"14104","14 BOLU","Göynük","Göynük Malmüdürlüğü"
"14105","14 BOLU","Kıbrıscık","Kıbrıscık Malmüdürlüğü"
"14106","14 BOLU","Mengen","Mengen Malmüdürlüğü"
"14107","14 BOLU","Mudurnu","Mudurnu Malmüdürlüğü"
"14108","14 BOLU","Seben","Seben Malmüdürlüğü"
"14113","14 BOLU","Dörtdivan","Dörtdivan Malmüdürlüğü"
"14114","14 BOLU","Yeniçağa","Yeniçağa Malmüdürlüğü"
"15260","15 BURDUR","Merkez","Burdur Vergi Dairesi Müdürlüğü"
"15261","15 BURDUR","Bucak","Bucak Vergi Dairesi Müdürlüğü"
"15101","15 BURDUR","Ağlasun","Ağlasun Malmüdürlüğü"
"15103","15 BURDUR","Gölhisar","Gölhisar Malmüdürlüğü"
"15104","15 BURDUR","Tefenni","Tefenni Malmüdürlüğü"
"15105","15 BURDUR","Yeşilova","Yeşilova Malmüdürlüğü"
"15106","15 BURDUR","Karamanlı","Karamanlı Malmüdürlüğü"
"15107","15 BURDUR","Kemer","Kemer Malmüdürlüğü"
"15108","15 BURDUR","Altınyayla","Altınyayla Malmüdürlüğü"
"15109","15 BURDUR","Çavdır","Çavdır Malmüdürlüğü"
"15110","15 BURDUR","Çeltikçi","Çeltikçi Malmüdürlüğü"
"16250","16 BURSA","Merkez","Bursa İhtisas Vergi Dairesi Müdürlüğü"
"16251","16 BURSA","Merkez","Osmangazi Vergi Dairesi Müdürlüğü"
"16252","16 BURSA","Merkez","Yıldırım Vergi Dairesi Müdürlüğü"
"16253","16 BURSA","Merkez","Çekirge Vergi Dairesi Müdürlüğü"
"16254","16 BURSA","Merkez","Setbaşı Vergi Dairesi Müdürlüğü"
"16255","16 BURSA","Merkez","Uludağ Vergi Dairesi Müdürlüğü"
"16256","16 BURSA","Merkez","Yeşil Vergi Dairesi Müdürlüğü"
"16257","16 BURSA","Merkez","Nilüfer Vergi Dairesi Müdürlüğü"
"16258","16 BURSA","Merkez","Ertuğrulgazi Vergi Dairesi Müdürlüğü"
"16259","16 BURSA","Merkez","Gökdere Vergi Dairesi Müdürlüğü"
"16260","16 BURSA","Merkez","Bursa Veraset ve Harçlar Vergi Dairesi Müdürlüğü"
"16201","16 BURSA","Merkez- (5216)","Gemlik Vergi Dairesi Müdürlüğü"
"16202","16 BURSA","İnegöl","İnegöl Vergi Dairesi Müdürlüğü"
"16203","16 BURSA","Karacabey","Karacabey Vergi Dairesi Müdürlüğü"
"16204","16 BURSA","Mustafakemalpaşa","Mustafakemalpaşa Vergi Dairesi Müdürlüğü"
"16205","16 BURSA","Merkez- (5216)","Mudanya Vergi Dairesi Müdürlüğü"
"16206","16 BURSA","Orhangazi","Orhangazi Vergi Dairesi Müdürlüğü"
"16207","16 BURSA","İznik","İznik Vergi Dairesi Müdürlüğü"
"16208","16 BURSA","Yenişehir","Yenişehir Vergi Dairesi Müdürlüğü"
"16105","16 BURSA","Keles","Keles Malmüdürlüğü"
"16108","16 BURSA","Orhaneli","Orhaneli Malmüdürlüğü"
"16111","16 BURSA","Harmancık","Harmancık Malmüdürlüğü"
"16112","16 BURSA","Büyükorhan","Büyükorhan Malmüdürlüğü"
"17260","17 ÇANAKKALE","Merkez","Çanakkale Vergi Dairesi Müdürlüğü"
"17261","17 ÇANAKKALE","Biga","Biga Vergi Dairesi Müdürlüğü"
"17262","17 ÇANAKKALE","Çan","Çan Vergi Dairesi Müdürlüğü"
"17263","17 ÇANAKKALE","Gelibolu","Gelibolu Vergi Dairesi Müdürlüğü"
"17101","17 ÇANAKKALE","Ayvacık","Ayvacık Malmüdürlüğü"
"17102","17 ÇANAKKALE","Bayramiç","Bayramiç Malmüdürlüğü"
"17104","17 ÇANAKKALE","Bozcaada","Bozcaada Malmüdürlüğü"
"17106","17 ÇANAKKALE","Eceabat","Eceabat Malmüdürlüğü"
"17107","17 ÇANAKKALE","Ezine","Ezine Malmüdürlüğü"
"17109","17 ÇANAKKALE","Gökçeada","Gökçeada Malmüdürlüğü"
"17110","17 ÇANAKKALE","Lapseki","Lapseki Malmüdürlüğü"
"17111","17 ÇANAKKALE","Yenice","Yenice Malmüdürlüğü"
"18260","18 ÇANKIRI","Merkez","Çankırı Vergi Dairesi Müdürlüğü"
"18101","18 ÇANKIRI","Çerkeş","Çerkeş Malmüdürlüğü"
"18102","18 ÇANKIRI","Eldivan","Eldivan Malmüdürlüğü"
"18104","18 ÇANKIRI","Ilgaz","Ilgaz Malmüdürlüğü"
"18105","18 ÇANKIRI","Kurşunlu","Kurşunlu Malmüdürlüğü"
"18106","18 ÇANKIRI","Orta","Orta Malmüdürlüğü"
"18108","18 ÇANKIRI","Şabanözü","Şabanözü Malmüdürlüğü"
"18109","18 ÇANKIRI","Yapraklı","Yapraklı Malmüdürlüğü"
"18110","18 ÇANKIRI","Atkaracalar","Atkaracalar Malmüdürlüğü"
"18111","18 ÇANKIRI","Kızılırmak","Kızılırmak Malmüdürlüğü"
"18112","18 ÇANKIRI","Bayramören","Bayramören Malmüdürlüğü"
"18113","18 ÇANKIRI","Korgun","Korgun Malmüdürlüğü"
"19260","19 ÇORUM","Merkez","Çorum Vergi Dairesi Müdürlüğü"
"19261","19 ÇORUM","Sungurlu","Sungurlu Vergi Dairesi Müdürlüğü"
"19101","19 ÇORUM","Alaca","Alaca Malmüdürlüğü"
"19102","19 ÇORUM","Bayat","Bayat Malmüdürlüğü"
"19103","19 ÇORUM","İskilip","İskilip Malmüdürlüğü"
"19104","19 ÇORUM","Kargı","Kargı Malmüdürlüğü"
"19105","19 ÇORUM","Mecitözü","Mecitözü Malmüdürlüğü"
"19106","19 ÇORUM","Ortaköy","Ortaköy Malmüdürlüğü"
"19107","19 ÇORUM","Osmancık","Osmancık Malmüdürlüğü"
"19109","19 ÇORUM","Boğazkale","Boğazkale Malmüdürlüğü"
"19110","19 ÇORUM","Uğurludağ","Uğurludağ Malmüdürlüğü"
"19111","19 ÇORUM","Dodurga","Dodurga Malmüdürlüğü"
"19112","19 ÇORUM","Oğuzlar","Oğuzlar Malmüdürlüğü"
"19113","19 ÇORUM","Laçin","Laçin Malmüdürlüğü"
"20201","20 DENİZLİ","Merkez","Saraylar Vergi Dairesi Müdürlüğü"
"20202","20 DENİZLİ","Merkez","Çınar Vergi Dairesi Müdürlüğü"
"20203","20 DENİZLİ","Merkez","Gökpınar Vergi Dairesi Müdürlüğü"
"20250","20 DENİZLİ","Merkez","Denizli İhtisas Vergi Dairesi Müdürlüğü"
"20280","20 DENİZLİ","Merkez","Pamukkale Vergi Dairesi Müdürlüğü"
"20260","20 DENİZLİ","Sarayköy","Sarayköy Vergi Dairesi Müdürlüğü"
"20261","20 DENİZLİ","Acıpayam","Acıpayam Vergi Dairesi Müdürlüğü"
"20262","20 DENİZLİ","Tavas","Tavas Vergi Dairesi Müdürlüğü"
"20263","20 DENİZLİ","Buldan","Buldan Vergi Dairesi Müdürlüğü"
"20264","20 DENİZLİ","Çal","Çal Vergi Dairesi Müdürlüğü"
"20265","20 DENİZLİ","Çivril","Çivril Vergi Dairesi Müdürlüğü"
"20104","20 DENİZLİ","Çameli","Çameli Malmüdürlüğü"
"20105","20 DENİZLİ","Çardak","Çardak Malmüdürlüğü"
"20107","20 DENİZLİ","Güney","Güney Malmüdürlüğü"
"20108","20 DENİZLİ","Kale","Kale Malmüdürlüğü"
"20111","20 DENİZLİ","Babadağ","Babadağ Malmüdürlüğü"
"20112","20 DENİZLİ","Bekilli","Bekilli Malmüdürlüğü"
"20113","20 DENİZLİ","Honaz","Honaz Malmüdürlüğü"
"20114","20 DENİZLİ","Serinhisar","Serinhisar Malmüdürlüğü"
"20115","20 DENİZLİ","Pamukkale","Pamukkale Malmüdürlüğü (Akköy)"
"20116","20 DENİZLİ","Baklan","Baklan Malmüdürlüğü"
"20117","20 DENİZLİ","Beyağaç","Beyağaç Malmüdürlüğü"
"20118","20 DENİZLİ","Bozkurt","Bozkurt Malmüdürlüğü"
"21251","21 DİYARBAKIR","Merkez","Gökalp Vergi Dairesi Müdürlüğü"
"21281","21 DİYARBAKIR","Merkez","Süleyman Nazif Vergi Dairesi Müdürlüğü"
"21282","21 DİYARBAKIR","Merkez","Cahit Sıtkı Tarancı Vergi Dairesi Müdürlüğü"
"21283","21 DİYARBAKIR","Ergani","Ergani Vergi Dairesi Müdürlüğü"
"21284","21 DİYARBAKIR","Bismil","Bismil Vergi Dairesi Müdürlüğü"
"21102","21 DİYARBAKIR","Çermik","Çermik Malmüdürlüğü"
"21103","21 DİYARBAKIR","Çınar","Çınar Malmüdürlüğü"
"21104","21 DİYARBAKIR","Çüngüş","Çüngüş Malmüdürlüğü"
"21105","21 DİYARBAKIR","Dicle","Dicle Malmüdürlüğü"
"21107","21 DİYARBAKIR","Hani","Hani Malmüdürlüğü"
"21108","21 DİYARBAKIR","Hazro","Hazro Malmüdürlüğü"
"21109","21 DİYARBAKIR","Kulp","Kulp Malmüdürlüğü"
"21110","21 DİYARBAKIR","Lice","Lice Malmüdürlüğü"
"21111","21 DİYARBAKIR","Silvan","Silvan Malmüdürlüğü"
"21112","21 DİYARBAKIR","Eğil","Eğil Malmüdürlüğü"
"21113","21 DİYARBAKIR","Kocaköy","Kocaköy Malmüdürlüğü"
"22201","22 EDİRNE","Merkez","Arda Vergi Dairesi Müdürlüğü"
"22260","22 EDİRNE","Merkez","Kırkpınar Vergi Dairesi Müdürlüğü"
"22261","22 EDİRNE","Keşan","Keşan Vergi Dairesi Müdürlüğü"
"22262","22 EDİRNE","Uzunköprü","Uzunköprü Vergi Dairesi Müdürlüğü"
"22263","22 EDİRNE","Havsa","Havsa Vergi Dairesi Müdürlüğü"
"22264","22 EDİRNE","İpsala","İpsala Vergi Dairesi Müdürlüğü"
"22101","22 EDİRNE","Enez","Enez Malmüdürlüğü"
"22105","22 EDİRNE","Lalapaşa","Lalapaşa Malmüdürlüğü"
"22106","22 EDİRNE","Meriç","Meriç Malmüdürlüğü"
"22108","22 EDİRNE","Süloğlu","Süloğlu Malmüdürlüğü"
"23201","23 ELAZIĞ","Merkez","Harput Vergi Dairesi Müdürlüğü"
"23280","23 ELAZIĞ","Merkez","Hazar Vergi Dairesi Müdürlüğü"
"23101","23 ELAZIĞ","Ağın","Ağın Malmüdürlüğü"
"23102","23 ELAZIĞ","Baskil","Baskil Malmüdürlüğü"
"23103","23 ELAZIĞ","Karakoçan","Karakoçan Malmüdürlüğü"
"23104","23 ELAZIĞ","Keban","Keban Malmüdürlüğü"
"23105","23 ELAZIĞ","Maden","Maden Malmüdürlüğü"
"23106","23 ELAZIĞ","Palu","Palu Malmüdürlüğü"
"23107","23 ELAZIĞ","Sivrice","Sivrice Malmüdürlüğü"
"23108","23 ELAZIĞ","Arıcak","Arıcak Malmüdürlüğü"
"23109","23 ELAZIĞ","Kovancılar","Kovancılar Malmüdürlüğü"
"23110","23 ELAZIĞ","Alacakaya","Alacakaya Malmüdürlüğü"
"24260","24 ERZİNCAN","Merkez","Fevzipaşa Vergi Dairesi Müdürlüğü"
"24101","24 ERZİNCAN","Çayırlı","Çayırlı Malmüdürlüğü"
"24102","24 ERZİNCAN","İliç","İliç Malmüdürlüğü"
"24103","24 ERZİNCAN","Kemah","Kemah Malmüdürlüğü"
"24104","24 ERZİNCAN","Kemaliye","Kemaliye Malmüdürlüğü"
"24105","24 ERZİNCAN","Refahiye","Refahiye Malmüdürlüğü"
"24106","24 ERZİNCAN","Tercan","Tercan Malmüdürlüğü"
"24107","24 ERZİNCAN","Üzümlü","Üzümlü Malmüdürlüğü"
"24108","24 ERZİNCAN","Otlukbeli","Otlukbeli Malmüdürlüğü"
"25251","25 ERZURUM","Merkez","Aziziye Vergi Dairesi Müdürlüğü"
"25280","25 ERZURUM","Merkez","Kazımkarabekir Vergi Dairesi Müdürlüğü"
"25101","25 ERZURUM","Aşkale","Aşkale Malmüdürlüğü"
"25102","25 ERZURUM","Çat","Çat Malmüdürlüğü"
"25103","25 ERZURUM","Hınıs","Hınıs Malmüdürlüğü"
"25104","25 ERZURUM","Horasan","Horasan Malmüdürlüğü"
"25105","25 ERZURUM","İspir","İspir Malmüdürlüğü"
"25106","25 ERZURUM","Karayazı","Karayazı Malmüdürlüğü"
